Store,Dept,Date,forecast,lower_95,upper_95,method,ci_width_pct,forecast_raw,lower_95_raw,forecast_quartile
22,38,2012-11-23,78282.93982743887,60521.54606031753,96619.9247193713,SARIMAX,46.112701871731396,78282.93982743887,60521.54606031753,Q4_lớn
22,36,2012-11-02,2883.836668622212,1307.2448290601849,4679.217485029322,SARIMAX,116.92661698417677,2883.836668622212,1307.2448290601849,Q2
22,36,2012-11-09,2735.279540303351,1158.6877007413236,4530.660356710461,SARIMAX,123.27707666746102,2735.279540303351,1158.6877007413236,Q2
22,36,2012-11-16,2889.963213398384,1313.3713738363565,4685.344029805494,SARIMAX,116.67873972706889,2889.963213398384,1313.3713738363565,Q2
22,36,2012-11-23,2787.995537162893,1661.4115433101392,4729.093377645717,SARIMAX,110.03180577029536,2787.995537162893,1661.4115433101392,Q2
22,80,2012-11-02,1584.9639931703375,1142.2430894872143,2104.6294735813835,SARIMAX,60.71976324011927,1584.9639931703375,1142.2430894872143,Q1_nhỏ
22,80,2012-11-09,1604.078941417959,1161.3580377348355,2123.7444218290048,SARIMAX,59.996198394291476,1604.078941417959,1161.3580377348355,Q1_nhỏ
22,80,2012-11-16,1601.2793414865184,1115.7079240085347,2120.9448218975645,SARIMAX,62.77711026708409,1601.2793414865184,1115.7079240085347,Q1_nhỏ
22,80,2012-11-23,1642.5392676108115,1199.8183639276883,2162.204748021858,SARIMAX,58.59137757443255,1642.5392676108115,1199.8183639276883,Q1_nhỏ
22,56,2012-11-02,348.4327583456879,0.0,5261.842156378091,SARIMAX,3480.9433993380603,348.4327583456879,-6866.904946387666,Q1_nhỏ
22,56,2012-11-09,313.5970834177059,0.0,5227.006481450109,SARIMAX,3867.6211432140376,313.5970834177059,-6901.740621315648,Q1_nhỏ
22,56,2012-11-16,942.9073026388158,0.0,9093.107931600189,SARIMAX,1350.338251046393,942.9073026388158,-3639.3300478415167,Q1_nhỏ
22,56,2012-11-23,2172.4644990747142,0.0,7085.873897107118,SARIMAX,437.0909974619644,2172.4644990747142,-2409.7728514056184,Q1_nhỏ
22,55,2012-11-02,9863.7990274697,6129.653175000412,14970.574985528923,SARIMAX,89.6299872483961,9863.7990274697,6129.653175000412,Q3
22,55,2012-11-09,21224.420881108377,17490.27502863909,26427.0508683522,SARIMAX,42.10609980726321,21224.420881108377,17490.27502863909,Q3
22,55,2012-11-16,14370.61704618773,10636.471193718444,19477.39300424696,SARIMAX,61.52082253749748,14370.61704618773,10636.471193718444,Q3
22,55,2012-11-23,35960.18657053996,32226.040718070675,41066.96252859919,SARIMAX,24.585305733011293,35960.18657053996,32226.040718070675,Q3
22,82,2012-11-02,28089.553969358123,22513.358932841234,35481.708056390315,SARIMAX,46.16787129370506,28089.553969358123,22513.358932841234,Q4_lớn
22,82,2012-11-09,22047.56390196214,16721.575374569118,29439.717988994333,SARIMAX,57.68502439080516,22047.56390196214,16721.575374569118,Q4_lớn
22,82,2012-11-16,19916.81325507652,14590.824727683495,27308.96734210871,SARIMAX,63.85631301324541,19916.81325507652,14590.824727683495,Q4_lớn
22,82,2012-11-23,21607.118099291605,16281.129571898584,28999.2721863238,SARIMAX,58.860892766824755,21607.118099291605,16281.129571898584,Q4_lớn
22,93,2012-11-02,2799.3251719405484,2158.8863779563985,4068.1148013554807,SARIMAX,68.20316705384987,2799.3251719405484,2158.8863779563985,Q2
22,93,2012-11-09,2905.503418923301,2265.064624939152,4105.606806071801,SARIMAX,63.34675668062722,2905.503418923301,2265.064624939152,Q2
22,93,2012-11-16,2822.3728674083627,2181.934073424213,4091.162496823295,SARIMAX,67.6462151916953,2822.3728674083627,2181.934073424213,Q2
22,93,2012-11-23,2936.2532547790584,2295.8144607949084,4136.356641927558,SARIMAX,62.683359418571094,2936.2532547790584,2295.8144607949084,Q2
22,92,2012-11-02,61665.73642394465,50349.28755293625,69838.22829163526,SARIMAX,31.60416443373812,61665.73642394465,50349.28755293625,Q4_lớn
22,92,2012-11-09,62175.1109373533,52638.589152893255,70347.60280504392,SARIMAX,28.482480184062712,62175.1109373533,52638.589152893255,Q4_lớn
22,92,2012-11-16,65807.24052998664,56270.71874552659,73992.74521836842,SARIMAX,26.93020757308061,65807.24052998664,56270.71874552659,Q4_lớn
22,92,2012-11-23,64077.49304518568,55716.54284742121,72770.49774052572,SARIMAX,26.614578821113575,64077.49304518568,55716.54284742121,Q4_lớn
22,98,2012-11-02,252.11136385516875,51.99109454905576,582.3794991442122,SARIMAX,210.37861859326995,252.11136385516875,51.99109454905576,Q1_nhỏ
22,98,2012-11-09,252.0695585749814,0.0,582.3376938640249,SARIMAX,239.03969919899572,252.0695585749814,-20.20862072584697,Q1_nhỏ
22,98,2012-11-16,255.6759342229041,55.5556649167911,586.6140527364821,SARIMAX,207.70761606241055,255.6759342229041,55.5556649167911,Q1_nhỏ
22,98,2012-11-23,290.9382210895075,18.66004178867917,621.2063563785509,SARIMAX,207.10455722642834,290.9382210895075,18.66004178867917,Q1_nhỏ
22,97,2012-11-02,4941.259348030025,4232.241746721403,5752.541766909707,SARIMAX,30.76746054210685,4941.259348030025,4232.241746721403,Q2
22,97,2012-11-09,4887.633500772469,4178.615899463847,5698.915919652151,SARIMAX,31.105033140230898,4887.633500772469,4178.615899463847,Q2
22,97,2012-11-16,4763.8055809146845,4054.7879796060624,5683.3856852809095,SARIMAX,34.18690536405444,4763.8055809146845,4054.7879796060624,Q2
22,97,2012-11-23,4514.908970386419,3805.891369077797,5326.191389266101,SARIMAX,33.67288311148798,4514.908970386419,3805.891369077797,Q2
23,11,2012-11-02,25726.168106375266,14881.224421169907,61011.84624467694,SARIMAX,179.314002896822,25726.168106375266,14881.224421169907,Q4_lớn
23,11,2012-11-09,25208.77941484513,14363.83572963977,60494.45755314681,SARIMAX,182.99426983101492,25208.77941484513,14363.83572963977,Q4_lớn
23,11,2012-11-16,24550.71131859076,13043.545466766249,59836.38945689245,SARIMAX,190.5966934436349,24550.71131859076,13043.545466766249,Q4_lớn
23,11,2012-11-23,25600.622803089795,14755.679117884436,60886.30094139147,SARIMAX,180.19335770979538,25600.622803089795,14755.679117884436,Q4_lớn
23,3,2012-11-02,11659.67138916954,6907.50294347895,17069.628860190147,SARIMAX,87.15619486626882,11659.67138916954,6907.50294347895,Q3
23,3,2012-11-09,12939.728621298224,8174.326225876433,18349.68609231883,SARIMAX,78.63657858862821,12939.728621298224,8174.326225876433,Q3
23,3,2012-11-16,14797.56478221986,10045.39633652927,20207.522253240462,SARIMAX,68.67431274179371,14797.56478221986,10045.39633652927,Q3
23,3,2012-11-23,20375.9008352148,15623.732389524208,25785.8583062354,SARIMAX,49.873259586876394,20375.9008352148,15623.732389524208,Q3
23,19,2012-11-02,1257.475962974483,743.0083261642851,2031.9304297381475,SARIMAX,102.5007349265743,1257.475962974483,743.0083261642851,Q1_nhỏ
23,19,2012-11-09,1058.083318134063,543.6156813238649,1832.537784897727,SARIMAX,121.81669264447765,1058.083318134063,543.6156813238649,Q1_nhỏ
23,19,2012-11-16,841.5319706127405,327.0643338025425,1746.884786697946,SARIMAX,168.71853981514178,841.5319706127405,327.0643338025425,Q1_nhỏ
23,19,2012-11-23,679.4956093773015,62.88454274535377,1453.9500761409658,SARIMAX,204.72031227256969,679.4956093773015,62.88454274535377,Q1_nhỏ
23,30,2012-11-02,5693.080477346123,4117.96772178832,7091.641099321555,SARIMAX,52.23311684010196,5693.080477346123,4117.96772178832,Q2
23,30,2012-11-09,5946.609508173406,4156.913754403864,7345.170130148837,SARIMAX,53.61469205877445,5946.609508173406,4156.913754403864,Q2
23,30,2012-11-16,5693.543020744603,4118.4302651868,7092.103642720035,SARIMAX,52.22887342202496,5693.543020744603,4118.4302651868,Q2
23,30,2012-11-23,5871.747276848468,4296.634521290664,7270.307898823899,SARIMAX,50.64375623348165,5871.747276848468,4296.634521290664,Q2
23,29,2012-11-02,12796.98790304606,10937.403314311485,15195.658230665013,SARIMAX,33.2754469146598,12796.98790304606,10937.403314311485,Q3
23,29,2012-11-09,11987.52153152972,10131.84147583392,14386.191859148674,SARIMAX,35.48982474921869,11987.52153152972,10131.84147583392,Q3
23,29,2012-11-16,11312.70515393195,9457.025098236149,13711.375481550902,SARIMAX,37.606835194816966,11312.70515393195,9457.025098236149,Q3
23,29,2012-11-23,16654.09469412655,14798.41463843075,19052.7650217455,SARIMAX,25.545371642537535,16654.09469412655,14798.41463843075,Q3
23,35,2012-11-02,4302.429129140194,2636.616319521625,6650.960718927473,SARIMAX,93.30413770715806,4302.429129140194,2636.616319521625,Q2
23,35,2012-11-09,4771.396530320206,3105.5837207016366,7119.928120107485,SARIMAX,84.13353142830172,4771.396530320206,3105.5837207016366,Q2
23,35,2012-11-16,4409.994829430149,2298.447383236663,6758.526419217428,SARIMAX,101.13569762523026,4409.994829430149,2298.447383236663,Q2
23,35,2012-11-23,4676.430217080851,3010.6174074622822,7024.96180686813,SARIMAX,85.84206783933804,4676.430217080851,3010.6174074622822,Q2
23,40,2012-11-02,63919.91939816455,56274.57177329104,70052.8064089364,SARIMAX,21.555463094093017,63919.91939816455,56274.57177329104,Q4_lớn
23,40,2012-11-09,64195.57039680693,56550.22277193341,70328.45740757878,SARIMAX,21.46290554080145,64195.57039680693,56550.22277193341,Q4_lớn
23,40,2012-11-16,62496.518750796895,51310.657183724266,68930.29635275523,SARIMAX,28.192993019801282,62496.518750796895,51310.657183724266,Q4_lớn
23,40,2012-11-23,60319.65902154683,49133.7974544742,66452.54603231869,SARIMAX,28.711615514368273,60319.65902154683,49133.7974544742,Q4_lớn
23,50,2012-11-02,7670.464759395762,5155.3313090554,9764.57440448778,SARIMAX,60.090792931241765,7670.464759395762,5155.3313090554,Q2
23,50,2012-11-09,7515.477197877319,5000.3437475369565,9609.586842969336,SARIMAX,61.33001237412071,7515.477197877319,5000.3437475369565,Q2
23,50,2012-11-16,7668.806983834516,5239.8912486459385,9769.884453663408,SARIMAX,59.07037710776242,7668.806983834516,5239.8912486459385,Q2
23,50,2012-11-23,6858.2171369446105,4429.301401756033,9231.039771513077,SARIMAX,70.01438236608905,6858.2171369446105,4429.301401756033,Q2
23,72,2012-11-02,68961.38986730158,47341.40288940149,86719.56557347992,SARIMAX,57.101753256208376,68961.38986730158,47341.40288940149,Q4_lớn
23,72,2012-11-09,66132.09186092201,44512.10488302192,83890.26756710035,SARIMAX,59.544710557307056,66132.09186092201,44512.10488302192,Q4_lớn
23,72,2012-11-16,60648.14470353432,38747.71444354623,78406.32040971267,SARIMAX,65.39129294066484,60648.14470353432,38747.71444354623,Q4_lớn
23,72,2012-11-23,307770.86992904544,274933.1516676246,325529.0456352238,SARIMAX,16.439468094970703,307770.86992904544,274933.1516676246,Q4_lớn
23,71,2012-11-02,11419.160951772732,8188.675261967559,14836.079405305572,SARIMAX,58.21271958082049,11419.160951772732,8188.675261967559,Q3
23,71,2012-11-09,12336.001958218369,9105.516268413196,15746.50934247408,SARIMAX,53.8342414062004,12336.001958218369,9105.516268413196,Q3
23,71,2012-11-16,12963.6914877072,9382.274674458364,16374.198871962912,SARIMAX,53.934669797832115,12963.6914877072,9382.274674458364,Q3
23,71,2012-11-23,15264.628529465548,12034.142839660375,18675.13591372126,SARIMAX,43.505762758927766,15264.628529465548,12034.142839660375,Q3
24,1,2012-11-02,23714.56242621003,10520.669089805922,39969.466139608616,SARIMAX,124.18022530010934,23714.56242621003,10520.669089805922,Q3
24,1,2012-11-09,15294.632740943693,2100.7394045395868,58491.75054190686,SARIMAX,368.69803997587127,15294.632740943693,2100.7394045395868,Q3
24,1,2012-11-16,15298.659307745607,2104.7659713415014,31553.56302114419,SARIMAX,192.49266525526824,15298.659307745607,2104.7659713415014,Q3
24,1,2012-11-23,16030.286398062502,2836.3930616583966,59227.40419902568,SARIMAX,351.7779391900507,16030.286398062502,2836.3930616583966,Q3
24,12,2012-11-02,4070.837552234365,2998.7862480802337,5330.508006393733,SARIMAX,57.278673697841,4070.837552234365,2998.7862480802337,Q2
24,12,2012-11-09,4091.567673337944,3019.5163691838134,5357.045945684865,SARIMAX,57.13041462648154,4091.567673337944,3019.5163691838134,Q2
24,12,2012-11-16,4158.184879162839,2988.0996021854726,5417.855333322208,SARIMAX,58.43308563100529,4158.184879162839,2988.0996021854726,Q2
24,12,2012-11-23,3933.098714851964,2861.047410697833,5192.769169011332,SARIMAX,59.284597905172646,3933.098714851964,2861.047410697833,Q2
24,6,2012-11-02,1577.1438706021568,47.19021349659124,4543.553763259011,SARIMAX,285.09533173062385,1577.1438706021568,47.19021349659124,Q2
24,6,2012-11-09,2263.1420714409974,651.7720708227573,5229.551964097852,SARIMAX,202.2754095309762,2263.1420714409974,651.7720708227573,Q2
24,6,2012-11-16,2377.6638466716886,847.7101895661231,5572.739292263936,SARIMAX,198.72569914843186,2377.6638466716886,847.7101895661231,Q2
24,6,2012-11-23,9899.373858401568,8369.420201296003,12865.783751058423,SARIMAX,45.42068633913013,9899.373858401568,8369.420201296003,Q2
24,10,2012-11-02,32502.252218076224,27536.860576398656,39368.84214146562,SARIMAX,36.40357439133578,32502.252218076224,27536.860576398656,Q4_lớn
24,10,2012-11-09,29611.318965416674,24783.954537364865,36477.90888880607,SARIMAX,39.491501088143636,29611.318965416674,24783.954537364865,Q4_lớn
24,10,2012-11-16,27574.159640871934,21279.752059289687,34440.749564261336,SARIMAX,47.729460032079075,27574.159640871934,21279.752059289687,Q4_lớn
24,10,2012-11-23,28922.201055179128,23956.80941350156,35788.790978568526,SARIMAX,40.909685754875156,28922.201055179128,23956.80941350156,Q4_lớn
24,16,2012-11-02,8113.102375158737,0.0,25992.03359857,SARIMAX,349.4806857897025,8113.102375158737,-2361.692220955393,Q2
24,16,2012-11-09,4737.375389405517,0.0,22616.306612816777,SARIMAX,598.5112744692887,4737.375389405517,-5737.419206708613,Q2
24,16,2012-11-16,4496.827838652372,0.0,23496.152192968195,SARIMAX,649.4870253322022,4496.827838652372,-5710.161170605453,Q2
24,16,2012-11-23,4650.400958523247,0.0,22529.332181934507,SARIMAX,603.9462077177078,4650.400958523247,-5556.588050734577,Q2
24,17,2012-11-02,14164.997033149282,11315.520702333586,17366.73760549521,SARIMAX,42.71950702849012,14164.997033149282,11315.520702333586,Q3
24,17,2012-11-09,15323.214927108163,12473.738596292467,18528.89793650913,SARIMAX,39.5162462252261,15323.214927108163,12473.738596292467,Q3
24,17,2012-11-16,15189.857940586166,12340.38160977047,18391.59851293209,SARIMAX,39.837218536410546,15189.857940586166,12340.38160977047,Q3
24,17,2012-11-23,18653.446991036235,15803.97066022054,21855.18756338216,SARIMAX,32.440207464440654,18653.446991036235,15803.97066022054,Q3
24,18,2012-11-02,17324.424941822188,12158.00997946153,26084.74423469936,SARIMAX,80.3878587716806,17324.424941822188,12158.00997946153,Q3
24,18,2012-11-09,16435.140862176653,11268.725899815996,25303.81465673043,SARIMAX,85.39682668138471,16435.140862176653,11268.725899815996,Q3
24,18,2012-11-16,16282.322724663076,11115.90776230242,25042.642017540245,SARIMAX,85.53284743670382,16282.322724663076,11115.90776230242,Q3
24,18,2012-11-23,30789.746341209466,25623.33137884881,39550.06563408663,SARIMAX,45.23172779958266,30789.746341209466,25623.33137884881,Q3
24,23,2012-11-02,27691.51858162546,21399.19120425084,36063.3821995542,SARIMAX,52.95553204161831,27691.51858162546,21399.19120425084,Q4_lớn
24,23,2012-11-09,25774.906093101526,19482.578715726908,34926.48625082606,SARIMAX,59.918385267105236,25774.906093101526,19482.578715726908,Q4_lớn
24,23,2012-11-16,26036.54838045316,19744.22100307854,34408.41199838189,SARIMAX,56.321562985331944,26036.54838045316,19744.22100307854,Q4_lớn
24,23,2012-11-23,34131.51753398687,27692.608682005408,42503.3811519156,SARIMAX,43.39324337150315,34131.51753398687,27692.608682005408,Q4_lớn
24,27,2012-11-02,2458.723911484545,1990.0796648937148,3287.4431527000534,SARIMAX,52.765724599920915,2458.723911484545,1990.0796648937148,Q1_nhỏ
24,27,2012-11-09,2312.0607202398837,1843.416473649053,3141.031852947829,SARIMAX,56.123758685894046,2312.0607202398837,1843.416473649053,Q1_nhỏ
24,27,2012-11-16,2169.9759597768902,1650.0245902755298,2998.695200992399,SARIMAX,62.15140792875581,2169.9759597768902,1650.0245902755298,Q1_nhỏ
24,27,2012-11-23,3198.0519748432207,2729.4077282523904,4026.771216058729,SARIMAX,40.5673046595792,3198.0519748432207,2729.4077282523904,Q1_nhỏ
24,31,2012-11-02,2738.721798311596,1880.3989452226183,3643.914351945517,SARIMAX,64.39191479069156,2738.721798311596,1880.3989452226183,Q1_nhỏ
24,31,2012-11-09,2251.9610382747023,1393.638185185725,3157.1535919086227,SARIMAX,78.31020949074599,2251.9610382747023,1393.638185185725,Q1_nhỏ
24,31,2012-11-16,2170.5214087779245,1358.3382652129555,3075.7139624118454,SARIMAX,79.12272554666158,2170.5214087779245,1358.3382652129555,Q1_nhỏ
24,31,2012-11-23,2565.9149492608817,1753.7318056959127,3471.1075028948026,SARIMAX,66.93034380167528,2565.9149492608817,1753.7318056959127,Q1_nhỏ
24,32,2012-11-02,7676.557887558608,1902.323043548674,10534.007745824149,SARIMAX,112.44212352341978,7676.557887558608,1902.323043548674,Q2
24,32,2012-11-09,8130.407489155295,3679.2547907591697,12056.925557596216,SARIMAX,103.04121629834131,8130.407489155295,3679.2547907591697,Q2
24,32,2012-11-16,7284.419854764522,2833.267156368396,10141.86971303006,SARIMAX,100.33197841941146,7284.419854764522,2833.267156368396,Q2
24,32,2012-11-23,8293.23481104631,3842.082112650184,11150.68466931185,SARIMAX,88.12728354112019,8293.23481104631,3842.082112650184,Q2
24,33,2012-11-02,6198.101321651507,4276.94312772174,8802.421378599563,SARIMAX,73.01394436824071,6198.101321651507,4276.94312772174,Q2
24,33,2012-11-09,5672.401605371971,3751.243411442204,8571.98757263041,SARIMAX,84.98594592848974,5672.401605371971,3751.243411442204,Q2
24,33,2012-11-16,4037.226394093044,2116.0682001632777,6641.546451041102,SARIMAX,112.09374479219576,4037.226394093044,2116.0682001632777,Q2
24,33,2012-11-23,9346.032463690784,7424.874269761016,11950.35252063884,SARIMAX,48.421383816707774,9346.032463690784,7424.874269761016,Q2
24,36,2012-11-02,1286.4024473544016,0.0,3976.161456416372,SARIMAX,326.2764395626492,1286.4024473544016,-221.0666472583523,Q1_nhỏ
24,36,2012-11-09,1003.7521536226872,0.0,3693.511162684658,SARIMAX,418.1538329483348,1003.7521536226872,-503.7169409900668,Q1_nhỏ
24,36,2012-11-16,972.5375230036002,0.0,3662.296532065571,SARIMAX,431.57492686883063,972.5375230036002,-534.9315716091537,Q1_nhỏ
24,36,2012-11-23,1254.6201113579575,0.0,3944.379120419928,SARIMAX,334.5417521748308,1254.6201113579575,-252.84898325479617,Q1_nhỏ
24,38,2012-11-02,59012.71208462271,49285.05895404732,75547.41395186406,SARIMAX,44.50287754976791,59012.71208462271,49285.05895404732,Q4_lớn
24,38,2012-11-09,58008.65228180568,48280.999151230295,72574.4697789186,SARIMAX,41.87904678369492,58008.65228180568,48280.999151230295,Q4_lớn
24,38,2012-11-16,58016.6845427547,44930.49211286627,72582.50203986763,SARIMAX,47.66216846918155,58016.6845427547,44930.49211286627,Q4_lớn
24,38,2012-11-23,57140.620221260506,47412.96709068512,73675.32208850185,SARIMAX,45.96092043825106,57140.620221260506,47412.96709068512,Q4_lớn
24,56,2012-11-02,607.4949625356288,0.0,6548.438535630986,SARIMAX,1482.0347283591072,607.4949625356288,-2454.8477821791807,Q1_nhỏ
24,56,2012-11-09,1220.4905196132715,0.0,7161.434092708629,SARIMAX,851.1338321839098,1220.4905196132715,-3226.5736383171225,Q1_nhỏ
24,56,2012-11-16,1343.9996126498886,0.0,10829.344331152215,SARIMAX,1036.6378639769823,1343.9996126498886,-3103.064545280505,Q1_nhỏ
24,56,2012-11-23,1244.23893362556,0.0,7185.182506720917,SARIMAX,723.5978616724113,1244.23893362556,-1818.1038110892496,Q1_nhỏ
24,80,2012-11-02,29628.624699717955,25752.306936787263,33843.71737369888,SARIMAX,27.309436461924737,29628.624699717955,25752.306936787263,Q4_lớn
24,80,2012-11-09,29630.439427143843,26249.35551169608,33845.53210112477,SARIMAX,25.63639532956095,29630.439427143843,26249.35551169608,Q4_lớn
24,80,2012-11-16,28219.73546329968,24838.651547851918,32434.828137280605,SARIMAX,26.917958176141177,28219.73546329968,24838.651547851918,Q4_lớn
24,80,2012-11-23,24720.603813814738,21339.51989836697,29732.33615122406,SARIMAX,33.95069277461132,24720.603813814738,21339.51989836697,Q4_lớn
24,55,2012-11-02,10137.617500000826,3581.095680085221,19995.61057582567,SARIMAX,161.91688920734197,10137.617500000826,3581.095680085221,Q3
24,55,2012-11-09,24882.32401440216,18325.80219448656,34740.31709022701,SARIMAX,65.96857627221455,24882.32401440216,18325.80219448656,Q3
24,55,2012-11-16,14607.028994704357,8050.507174788751,22137.051846099585,SARIMAX,96.43675436269606,14607.028994704357,8050.507174788751,Q3
24,55,2012-11-23,27111.52661427189,20555.00479435629,34641.549465667114,SARIMAX,51.9577701090999,27111.52661427189,20555.00479435629,Q3
24,93,2012-11-02,41269.45638612162,33750.045507782204,47427.16132727058,SARIMAX,33.14101279048543,41269.45638612162,33750.045507782204,Q4_lớn
24,93,2012-11-09,47785.701663934015,40266.2907855946,53993.70148784391,SARIMAX,28.72702549978457,47785.701663934015,40266.2907855946,Q4_lớn
24,93,2012-11-16,45906.17613657353,38427.12411031508,52063.881077722486,SARIMAX,29.705713076247658,45906.17613657353,38427.12411031508,Q4_lớn
24,93,2012-11-23,44157.42622121163,36678.37419495318,50365.42604512152,SARIMAX,30.996036276212074,44157.42622121163,36678.37419495318,Q4_lớn
24,92,2012-11-02,140320.0613006443,124148.8791031419,151894.90956199155,SARIMAX,19.77338821097155,140320.0613006443,124148.8791031419,Q4_lớn
24,92,2012-11-09,150592.7797478013,136384.8926673435,162167.62800914855,SARIMAX,17.120831015260872,150592.7797478013,136384.8926673435,Q4_lớn
24,92,2012-11-16,132805.54554861813,118597.65846816033,144426.9706731753,SARIMAX,19.448971124145746,132805.54554861813,118597.65846816033,Q4_lớn
24,92,2012-11-23,142623.94254475198,128416.05546429416,156061.8653345063,SARIMAX,19.38370891797325,142623.94254475198,128416.05546429416,Q4_lớn
24,82,2012-11-02,20411.53523686505,11482.676548306406,26745.58953945497,SARIMAX,74.77591868534408,20411.53523686505,11482.676548306406,Q4_lớn
24,82,2012-11-09,24396.92542958864,13851.194950453366,31551.99029035141,SARIMAX,72.55338542958566,24396.92542958864,13851.194950453366,Q4_lớn
24,82,2012-11-16,19860.129144015053,10972.728706496831,26214.70871055918,SARIMAX,76.74663086798505,19860.129144015053,10972.728706496831,Q4_lớn
24,82,2012-11-23,28249.178570587097,19361.77813306888,34583.23287317702,SARIMAX,53.88282247596622,28249.178570587097,19361.77813306888,Q4_lớn
24,97,2012-11-02,18325.92309358991,15887.453288647352,20322.878354189284,SARIMAX,24.203010363463587,18325.92309358991,15887.453288647352,Q3
24,97,2012-11-09,19295.96007189747,17210.508905796964,21292.915332496843,SARIMAX,21.15679350231178,19295.96007189747,17210.508905796964,Q3
24,97,2012-11-16,15882.837997506158,13797.386831405653,17879.793258105532,SARIMAX,25.703255471981002,15882.837997506158,13797.386831405653,Q3
24,97,2012-11-23,17012.83620417554,14927.385038075034,19009.791464774917,SARIMAX,23.996036743702494,17012.83620417554,14927.385038075034,Q3
25,3,2012-11-02,8079.670652415286,5695.021963756492,12723.192508568336,SARIMAX,86.98585433938308,8079.670652415286,5695.021963756492,Q3
25,3,2012-11-09,9331.272914451229,6877.447631319771,13909.344971108165,SARIMAX,75.35839326806293,9331.272914451229,6877.447631319771,Q3
25,3,2012-11-16,9259.740797563158,4108.028329997713,13837.812854220094,SARIMAX,105.07620825393862,9259.740797563158,4108.028329997713,Q3
25,3,2012-11-23,10238.675908510677,7854.027219851883,14816.747965167611,SARIMAX,68.00411310536862,10238.675908510677,7854.027219851883,Q3
24,98,2012-11-02,10731.080681525536,8959.477512367768,12233.407714190647,SARIMAX,30.508858324578874,10731.080681525536,8959.477512367768,Q3
24,98,2012-11-09,10840.95359113413,9069.350421976362,12489.660164297284,SARIMAX,31.549897465828973,10840.95359113413,9069.350421976362,Q3
24,98,2012-11-16,10537.60482703383,8766.001657876062,12039.93185969894,SARIMAX,31.069016684168417,10537.60482703383,8766.001657876062,Q3
24,98,2012-11-23,12165.60103735147,10393.9978681937,13814.307610514625,SARIMAX,28.11459731269923,12165.60103735147,10393.9978681937,Q3
25,11,2012-11-02,9596.855757851325,6294.275731842336,14914.353781203165,SARIMAX,89.8218986182909,9596.855757851325,6294.275731842336,Q3
25,11,2012-11-09,9930.715957945484,5643.73914530486,15109.39657727901,SARIMAX,95.31696880727674,9930.715957945484,5643.73914530486,Q3
25,11,2012-11-16,9395.337148290972,6092.757122281984,14574.017767624498,SARIMAX,90.27095581008788,9395.337148290972,6092.757122281984,Q3
25,11,2012-11-23,11334.062957984344,7047.086145343719,16512.74357731787,SARIMAX,83.5151301617397,11334.062957984344,7047.086145343719,Q3
25,30,2012-11-02,1959.6308713485937,1158.204223969566,2593.953421446095,SARIMAX,73.2663083883989,1959.6308713485937,1158.204223969566,Q1_nhỏ
25,30,2012-11-09,2089.135743517604,1408.0958858780082,2924.6371081909792,SARIMAX,72.59179912165395,2089.135743517604,1408.0958858780082,Q1_nhỏ
25,30,2012-11-16,2035.1649387078096,1354.125081068214,2669.487488805311,SARIMAX,64.63173488888138,2035.1649387078096,1354.125081068214,Q1_nhỏ
