Store,Dept,Date,forecast,lower_95,upper_95,method
22,56,2012-11-23,2172.4644990747142,0.0,7085.873897107118,SARIMAX
22,55,2012-11-02,9863.7990274697,6129.653175000412,14970.574985528923,SARIMAX
22,55,2012-11-09,21224.420881108377,17490.27502863909,26427.0508683522,SARIMAX
22,55,2012-11-16,14370.61704618773,10636.471193718444,19477.39300424696,SARIMAX
22,55,2012-11-23,35960.18657053996,32226.040718070675,41066.96252859919,SARIMAX
22,82,2012-11-02,28089.553969358123,22513.358932841234,35481.708056390315,SARIMAX
22,82,2012-11-09,22047.56390196214,16721.575374569118,29439.717988994333,SARIMAX
22,82,2012-11-16,19916.81325507652,14590.824727683495,27308.96734210871,SARIMAX
22,82,2012-11-23,21607.118099291605,16281.129571898584,28999.2721863238,SARIMAX
22,93,2012-11-02,2799.3251719405484,2158.8863779563985,4068.1148013554807,SARIMAX
22,93,2012-11-09,2905.503418923301,2265.064624939152,4105.606806071801,SARIMAX
22,93,2012-11-16,2822.3728674083627,2181.934073424213,4091.162496823295,SARIMAX
22,93,2012-11-23,2936.2532547790584,2295.8144607949084,4136.356641927558,SARIMAX
22,92,2012-11-02,61665.73642394465,50349.28755293625,69838.22829163526,SARIMAX
22,92,2012-11-09,62175.1109373533,52638.589152893255,70347.60280504392,SARIMAX
22,92,2012-11-16,65807.24052998664,56270.71874552659,73992.74521836842,SARIMAX
22,92,2012-11-23,64077.49304518568,55716.54284742121,72770.49774052572,SARIMAX
22,98,2012-11-02,252.11136385516875,51.99109454905576,582.3794991442122,SARIMAX
22,98,2012-11-09,252.0695585749814,0.0,582.3376938640249,SARIMAX
22,98,2012-11-16,255.6759342229041,55.5556649167911,586.6140527364821,SARIMAX
22,98,2012-11-23,290.9382210895075,18.66004178867917,621.2063563785509,SARIMAX
22,97,2012-11-02,4941.259348030025,4232.241746721403,5752.541766909707,SARIMAX
22,97,2012-11-09,4887.633500772469,4178.615899463847,5698.915919652151,SARIMAX
22,97,2012-11-16,4763.8055809146845,4054.7879796060624,5683.3856852809095,SARIMAX
22,97,2012-11-23,4514.908970386419,3805.891369077797,5326.191389266101,SARIMAX
23,11,2012-11-02,25726.168106375266,14881.224421169907,61011.84624467694,SARIMAX
23,11,2012-11-09,25208.77941484513,14363.83572963977,60494.45755314681,SARIMAX
23,11,2012-11-16,24550.71131859076,13043.545466766249,59836.38945689245,SARIMAX
23,11,2012-11-23,25600.622803089795,14755.679117884436,60886.30094139147,SARIMAX
23,3,2012-11-02,11659.67138916954,6907.50294347895,17069.628860190147,SARIMAX
23,3,2012-11-09,12939.728621298224,8174.326225876433,18349.68609231883,SARIMAX
23,3,2012-11-16,14797.56478221986,10045.39633652927,20207.522253240462,SARIMAX
23,3,2012-11-23,20375.9008352148,15623.732389524208,25785.8583062354,SARIMAX
23,19,2012-11-02,1257.475962974483,743.0083261642851,2031.9304297381475,SARIMAX
23,19,2012-11-09,1058.083318134063,543.6156813238649,1832.537784897727,SARIMAX
23,19,2012-11-16,841.5319706127405,327.0643338025425,1746.884786697946,SARIMAX
23,19,2012-11-23,679.4956093773015,62.88454274535377,1453.9500761409658,SARIMAX
23,30,2012-11-02,5693.080477346123,4117.96772178832,7091.641099321555,SARIMAX
23,30,2012-11-09,5946.609508173406,4156.913754403864,7345.170130148837,SARIMAX
23,30,2012-11-16,5693.543020744603,4118.4302651868,7092.103642720035,SARIMAX
23,30,2012-11-23,5871.747276848468,4296.634521290664,7270.307898823899,SARIMAX
23,29,2012-11-02,12796.98790304606,10937.403314311485,15195.658230665013,SARIMAX
23,29,2012-11-09,11987.52153152972,10131.84147583392,14386.191859148674,SARIMAX
23,29,2012-11-16,11312.70515393195,9457.025098236149,13711.375481550902,SARIMAX
23,29,2012-11-23,16654.09469412655,14798.41463843075,19052.7650217455,SARIMAX
23,35,2012-11-02,4302.429129140194,2636.616319521625,6650.960718927473,SARIMAX
23,35,2012-11-09,4771.396530320206,3105.5837207016366,7119.928120107485,SARIMAX
23,35,2012-11-16,4409.994829430149,2298.447383236663,6758.526419217428,SARIMAX
23,35,2012-11-23,4676.430217080851,3010.6174074622822,7024.96180686813,SARIMAX
23,40,2012-11-02,63919.91939816455,56274.57177329104,70052.8064089364,SARIMAX
23,40,2012-11-09,64195.57039680693,56550.22277193341,70328.45740757878,SARIMAX
23,40,2012-11-16,62496.518750796895,51310.657183724266,68930.29635275523,SARIMAX
23,40,2012-11-23,60319.65902154683,49133.7974544742,66452.54603231869,SARIMAX
23,50,2012-11-02,7670.464759395762,5155.3313090554,9764.57440448778,SARIMAX
23,50,2012-11-09,7515.477197877319,5000.3437475369565,9609.586842969336,SARIMAX
23,50,2012-11-16,7668.806983834516,5239.8912486459385,9769.884453663408,SARIMAX
23,50,2012-11-23,6858.2171369446105,4429.301401756033,9231.039771513077,SARIMAX
23,72,2012-11-02,68961.38986730158,47341.40288940149,86719.56557347992,SARIMAX
23,72,2012-11-09,66132.09186092201,44512.10488302192,83890.26756710035,SARIMAX
23,72,2012-11-16,60648.14470353432,38747.71444354623,78406.32040971267,SARIMAX
23,72,2012-11-23,307770.86992904544,274933.1516676246,325529.0456352238,SARIMAX
23,71,2012-11-02,11419.160951772732,8188.675261967559,14836.079405305572,SARIMAX
23,71,2012-11-09,12336.001958218369,9105.516268413196,15746.50934247408,SARIMAX
23,71,2012-11-16,12963.6914877072,9382.274674458364,16374.198871962912,SARIMAX
23,71,2012-11-23,15264.628529465548,12034.142839660375,18675.13591372126,SARIMAX
24,1,2012-11-02,23714.56242621003,10520.669089805922,39969.466139608616,SARIMAX
24,1,2012-11-09,15294.632740943693,2100.7394045395868,58491.75054190686,SARIMAX
24,1,2012-11-16,15298.659307745607,2104.7659713415014,31553.56302114419,SARIMAX
24,1,2012-11-23,16030.286398062502,2836.3930616583966,59227.40419902568,SARIMAX
24,12,2012-11-02,4070.837552234365,2998.7862480802337,5330.508006393733,SARIMAX
24,12,2012-11-09,4091.567673337944,3019.5163691838134,5357.045945684865,SARIMAX
24,12,2012-11-16,4158.184879162839,2988.0996021854726,5417.855333322208,SARIMAX
24,12,2012-11-23,3933.098714851964,2861.047410697833,5192.769169011332,SARIMAX
24,6,2012-11-02,1577.1438706021568,47.19021349659124,4543.553763259011,SARIMAX
24,6,2012-11-09,2263.1420714409974,651.7720708227573,5229.551964097852,SARIMAX
24,6,2012-11-16,2377.6638466716886,847.7101895661231,5572.739292263936,SARIMAX
24,6,2012-11-23,9899.373858401568,8369.420201296003,12865.783751058423,SARIMAX
24,10,2012-11-02,32502.252218076224,27536.860576398656,39368.84214146562,SARIMAX
24,10,2012-11-09,29611.318965416674,24783.954537364865,36477.90888880607,SARIMAX
24,10,2012-11-16,27574.15964087193,21279.752059289687,34440.749564261336,SARIMAX
24,10,2012-11-23,28922.201055179128,23956.80941350156,35788.790978568526,SARIMAX
24,16,2012-11-02,8113.102375158737,0.0,25992.03359857,SARIMAX
24,16,2012-11-09,4737.375389405517,0.0,22616.306612816777,SARIMAX
24,16,2012-11-16,4496.827838652372,0.0,23496.152192968195,SARIMAX
24,16,2012-11-23,4650.400958523247,0.0,22529.332181934507,SARIMAX
24,17,2012-11-02,14164.997033149282,11315.520702333586,17366.73760549521,SARIMAX
24,17,2012-11-09,15323.214927108163,12473.738596292467,18528.89793650913,SARIMAX
24,17,2012-11-16,15189.857940586166,12340.38160977047,18391.59851293209,SARIMAX
24,17,2012-11-23,18653.446991036235,15803.97066022054,21855.18756338216,SARIMAX
24,18,2012-11-02,17324.424941822188,12158.00997946153,26084.74423469936,SARIMAX
24,18,2012-11-09,16435.140862176653,11268.725899815996,25303.81465673043,SARIMAX
24,18,2012-11-16,16282.322724663076,11115.90776230242,25042.642017540245,SARIMAX
24,18,2012-11-23,30789.746341209466,25623.33137884881,39550.06563408663,SARIMAX
24,23,2012-11-02,27691.51858162546,21399.19120425084,36063.3821995542,SARIMAX
24,23,2012-11-09,25774.906093101526,19482.578715726908,34926.48625082606,SARIMAX
24,23,2012-11-16,26036.54838045316,19744.22100307854,34408.41199838189,SARIMAX
24,23,2012-11-23,34131.51753398687,27692.608682005408,42503.3811519156,SARIMAX
24,27,2012-11-02,2458.723911484545,1990.0796648937148,3287.4431527000534,SARIMAX
24,27,2012-11-09,2312.060720239884,1843.416473649053,3141.031852947829,SARIMAX
24,27,2012-11-16,2169.9759597768902,1650.0245902755298,2998.695200992399,SARIMAX
24,27,2012-11-23,3198.0519748432207,2729.4077282523904,4026.771216058729,SARIMAX
24,31,2012-11-02,2738.721798311596,1880.3989452226183,3643.914351945517,SARIMAX
24,31,2012-11-09,2251.9610382747023,1393.638185185725,3157.1535919086227,SARIMAX
24,31,2012-11-16,2170.5214087779245,1358.3382652129555,3075.7139624118454,SARIMAX
24,31,2012-11-23,2565.9149492608817,1753.7318056959127,3471.1075028948026,SARIMAX
24,32,2012-11-02,7676.557887558608,1902.323043548674,10534.007745824149,SARIMAX
24,32,2012-11-09,8130.407489155295,3679.2547907591697,12056.925557596216,SARIMAX
24,32,2012-11-16,7284.419854764522,2833.267156368396,10141.86971303006,SARIMAX
24,32,2012-11-23,8293.23481104631,3842.082112650184,11150.68466931185,SARIMAX
24,33,2012-11-02,6198.101321651507,4276.94312772174,8802.421378599563,SARIMAX
24,33,2012-11-09,5672.401605371971,3751.243411442204,8571.98757263041,SARIMAX
24,33,2012-11-16,4037.226394093044,2116.0682001632777,6641.546451041102,SARIMAX
24,33,2012-11-23,9346.032463690784,7424.874269761016,11950.35252063884,SARIMAX
24,36,2012-11-02,1286.4024473544016,0.0,3976.161456416372,SARIMAX
24,36,2012-11-09,1003.7521536226872,0.0,3693.511162684658,SARIMAX
24,36,2012-11-16,972.5375230036002,0.0,3662.296532065571,SARIMAX
24,36,2012-11-23,1254.6201113579575,0.0,3944.379120419928,SARIMAX
24,38,2012-11-02,59012.71208462271,49285.05895404732,75547.41395186406,SARIMAX
24,38,2012-11-09,58008.65228180568,48280.999151230295,72574.4697789186,SARIMAX
24,38,2012-11-16,58016.6845427547,44930.49211286627,72582.50203986763,SARIMAX
24,38,2012-11-23,57140.620221260506,47412.96709068512,73675.32208850185,SARIMAX
24,56,2012-11-02,607.4949625356288,0.0,6548.438535630986,SARIMAX
24,56,2012-11-09,1220.4905196132715,0.0,7161.434092708629,SARIMAX
24,56,2012-11-16,1343.9996126498886,0.0,10829.344331152215,SARIMAX
24,56,2012-11-23,1244.23893362556,0.0,7185.182506720917,SARIMAX
24,80,2012-11-02,29628.624699717955,25752.306936787263,33843.71737369888,SARIMAX
24,80,2012-11-09,29630.439427143843,26249.35551169608,33845.53210112477,SARIMAX
24,80,2012-11-16,28219.73546329968,24838.65154785192,32434.828137280605,SARIMAX
24,80,2012-11-23,24720.603813814738,21339.51989836697,29732.33615122406,SARIMAX
24,55,2012-11-02,10137.617500000826,3581.095680085221,19995.61057582567,SARIMAX
24,55,2012-11-09,24882.32401440216,18325.80219448656,34740.31709022701,SARIMAX
24,55,2012-11-16,14607.028994704357,8050.507174788751,22137.051846099585,SARIMAX
24,55,2012-11-23,27111.52661427189,20555.00479435629,34641.549465667114,SARIMAX
24,93,2012-11-02,41269.45638612162,33750.045507782204,47427.16132727058,SARIMAX
24,93,2012-11-09,47785.701663934015,40266.2907855946,53993.70148784391,SARIMAX
24,93,2012-11-16,45906.17613657353,38427.12411031508,52063.881077722486,SARIMAX
24,93,2012-11-23,44157.42622121163,36678.37419495318,50365.42604512152,SARIMAX
24,92,2012-11-02,140320.0613006443,124148.8791031419,151894.90956199155,SARIMAX
24,92,2012-11-09,150592.7797478013,136384.8926673435,162167.62800914855,SARIMAX
24,92,2012-11-16,132805.54554861813,118597.65846816033,144426.9706731753,SARIMAX
24,92,2012-11-23,142623.94254475198,128416.05546429416,156061.8653345063,SARIMAX
24,82,2012-11-02,20411.53523686505,11482.676548306406,26745.58953945497,SARIMAX
24,82,2012-11-09,24396.92542958864,13851.194950453366,31551.99029035141,SARIMAX
24,82,2012-11-16,19860.129144015053,10972.728706496831,26214.70871055918,SARIMAX
24,82,2012-11-23,28249.178570587097,19361.77813306888,34583.23287317702,SARIMAX
24,97,2012-11-02,18325.92309358991,15887.453288647352,20322.878354189284,SARIMAX
24,97,2012-11-09,19295.96007189747,17210.508905796964,21292.915332496843,SARIMAX
24,97,2012-11-16,15882.837997506158,13797.386831405653,17879.793258105532,SARIMAX
24,97,2012-11-23,17012.83620417554,14927.385038075034,19009.79146477492,SARIMAX
25,3,2012-11-02,8079.670652415286,5695.021963756492,12723.192508568336,SARIMAX
25,3,2012-11-09,9331.272914451229,6877.447631319771,13909.344971108165,SARIMAX
25,3,2012-11-16,9259.740797563158,4108.028329997713,13837.812854220094,SARIMAX
25,3,2012-11-23,10238.675908510677,7854.027219851883,14816.747965167611,SARIMAX
24,98,2012-11-02,10731.080681525536,8959.477512367768,12233.407714190647,SARIMAX
24,98,2012-11-09,10840.95359113413,9069.350421976362,12489.660164297284,SARIMAX
24,98,2012-11-16,10537.60482703383,8766.001657876062,12039.93185969894,SARIMAX
24,98,2012-11-23,12165.60103735147,10393.9978681937,13814.307610514625,SARIMAX
25,11,2012-11-02,9596.855757851325,6294.275731842336,14914.353781203165,SARIMAX
25,11,2012-11-09,9930.715957945484,5643.73914530486,15109.39657727901,SARIMAX
25,11,2012-11-16,9395.337148290972,6092.757122281984,14574.017767624498,SARIMAX
25,11,2012-11-23,11334.062957984344,7047.086145343719,16512.74357731787,SARIMAX
25,30,2012-11-02,1959.6308713485937,1158.204223969566,2593.953421446095,SARIMAX
25,30,2012-11-09,2089.135743517604,1408.0958858780082,2924.6371081909792,SARIMAX
25,30,2012-11-16,2035.1649387078096,1354.125081068214,2669.487488805311,SARIMAX
25,30,2012-11-23,1802.666367185533,1121.626509545938,2436.988917283035,SARIMAX
25,29,2012-11-02,4084.371705031995,3106.902486210325,5344.535239104764,SARIMAX
25,29,2012-11-09,3719.520316097903,2742.0510972762327,4979.683850170672,SARIMAX
25,29,2012-11-16,4005.285502402936,3027.816283581266,5265.449036475705,SARIMAX
25,29,2012-11-23,4097.201982132361,3119.732763310691,5357.36551620513,SARIMAX
25,35,2012-11-02,1995.7993242978096,1095.5022981330617,2908.5778350638734,SARIMAX
25,35,2012-11-09,1767.6453808729973,866.3030182143465,2800.2700184298656,SARIMAX
25,35,2012-11-16,1918.78572794856,976.675242027694,2888.1339233643366,SARIMAX
25,35,2012-11-23,1795.975342830034,895.678316665286,2828.599980386902,SARIMAX
25,40,2012-11-02,43174.039177381885,38425.258589713645,46811.90114563697,SARIMAX
25,40,2012-11-09,43117.45420498495,39205.20447178512,46771.89773709215,SARIMAX
25,40,2012-11-16,43114.85626683857,39202.60653363874,46752.71823509366,SARIMAX
25,40,2012-11-23,42877.588300200616,38965.33856700079,46515.4502684557,SARIMAX
25,50,2012-11-02,2162.59695688595,1379.2426136167082,2825.0530071135536,SARIMAX
25,50,2012-11-09,2114.565875655588,1331.2115323863463,2937.934554442111,SARIMAX
25,50,2012-11-16,2082.669768539889,1299.3154252706477,2745.125818767493,SARIMAX
25,50,2012-11-23,1846.038855492906,1062.684512223664,2508.494905720509,SARIMAX
25,71,2012-11-02,3353.0248965208048,2210.411715789239,5577.644534631227,SARIMAX
25,71,2012-11-09,3083.9951339005274,1951.7671024035608,4614.586906871225,SARIMAX
25,71,2012-11-16,3194.302882559058,2051.6897018274926,4724.894655529755,SARIMAX
25,71,2012-11-23,4705.941890490411,3573.713858993445,6236.5336634611085,SARIMAX
25,72,2012-11-02,37365.43264235537,24572.815795259325,48954.314483276175,SARIMAX
25,72,2012-11-09,42361.13236434136,29568.51551724531,53950.01420526216,SARIMAX
25,72,2012-11-16,38039.45551616082,25200.52316078635,49628.337357081626,SARIMAX
25,72,2012-11-23,172092.4815207476,161468.96991188967,182814.44402372665,SARIMAX
25,94,2012-11-02,4485.249528754368,3031.6768862243152,6162.995288186472,SARIMAX
25,94,2012-11-09,4178.570225746469,2945.7242937734754,6158.880893307264,SARIMAX
25,94,2012-11-16,4332.854839049772,2879.282196519719,6018.164721185052,SARIMAX
25,94,2012-11-23,4161.412276607232,2587.0944821699486,6141.722944168027,SARIMAX
26,1,2012-11-02,23509.02595063046,13306.423498324804,31833.16279120964,SARIMAX
26,1,2012-11-09,17111.841583072048,6909.239130766391,33312.46040316538,SARIMAX
26,1,2012-11-16,16462.459443697273,6259.856991391616,24786.596284276453,SARIMAX
26,1,2012-11-23,17058.569959839064,6855.967507533407,33259.1887799324,SARIMAX
26,6,2012-11-02,2798.0645445751434,803.0879189420821,5292.472339254795,SARIMAX
26,6,2012-11-09,2670.519912315358,675.5432866822966,5164.927706995009,SARIMAX
26,6,2012-11-16,2514.3154855420125,519.3388599089512,5025.28240556613,SARIMAX
26,6,2012-11-23,18447.3338429664,16452.357217333338,20873.353282675154,SARIMAX
26,12,2012-11-02,3703.11303478446,2385.7617640506373,5338.015621594115,SARIMAX
26,12,2012-11-09,3252.386657408766,1935.035386674944,4887.289244218421,SARIMAX
26,12,2012-11-16,2694.867929449605,1410.6008880751306,4330.01916136625,SARIMAX
26,12,2012-11-23,2213.7059207306106,929.4388793561355,3848.6085075402657,SARIMAX
26,10,2012-11-02,10499.686529859588,8317.590140431636,12908.034238611444,SARIMAX
26,10,2012-11-09,10014.182541569216,7832.086152141263,12695.818167540036,SARIMAX
26,10,2012-11-16,8861.482007707556,6676.134481119561,11269.829716459411,SARIMAX
26,10,2012-11-23,10104.862008181162,7947.848802349507,12513.20971693302,SARIMAX
26,16,2012-11-02,3419.6341142225283,0.0,18500.388290218616,SARIMAX
26,16,2012-11-09,3372.2938369149742,0.0,19232.246002370484,SARIMAX
26,16,2012-11-16,2597.932451812386,0.0,17678.686627808474,SARIMAX
26,16,2012-11-23,4063.022316015881,0.0,19143.77649201197,SARIMAX
26,17,2012-11-02,9327.671820595073,7557.08130203391,10720.404261042777,SARIMAX
26,17,2012-11-09,8276.171563641186,6505.581045080025,9668.90400408889,SARIMAX
26,17,2012-11-16,9020.06704518328,7249.47652662212,10412.799485630983,SARIMAX
26,17,2012-11-23,10670.198971954582,9219.812004858077,12071.852546154716,SARIMAX
26,18,2012-11-02,4590.9949887279145,3070.2719481087825,6545.540350622266,SARIMAX
26,18,2012-11-09,5485.449212184797,3964.726171565665,7449.550967309515,SARIMAX
26,18,2012-11-16,6325.901184361546,4805.178143742414,8280.446546255896,SARIMAX
26,18,2012-11-23,13708.22375965206,12187.500719032929,15662.769121546413,SARIMAX
26,23,2012-11-02,14134.423441448074,10922.840700799092,18608.317814546725,SARIMAX
26,23,2012-11-09,12669.888706881373,9458.30596623239,17143.78307998002,SARIMAX
26,23,2012-11-16,12521.461817598984,9189.3221606989,16995.356190697632,SARIMAX
26,23,2012-11-23,17707.208674740956,14495.625934091971,22181.48593449597,SARIMAX
26,27,2012-11-02,1424.076614516871,1138.281742027829,1734.5543432191498,SARIMAX
26,27,2012-11-09,1325.3080523045032,940.975325801146,1636.090941762926,SARIMAX
26,27,2012-11-16,1295.169050527969,1009.3741780389272,1605.6467792302485,SARIMAX
26,27,2012-11-23,1592.395724466384,1306.6008519773425,1915.0798834144643,SARIMAX
26,31,2012-11-02,1505.0491674390871,1043.8666652727816,2117.5194294963667,SARIMAX
26,31,2012-11-09,1116.729454092981,655.5469519266755,1729.1997161502609,SARIMAX
26,31,2012-11-16,1113.119703777904,651.9372016115981,1725.5899658351834,SARIMAX
26,31,2012-11-23,1360.77445828164,838.8341688694163,2263.0500070368576,SARIMAX
26,33,2012-11-02,3615.523519784941,2447.2502712199125,5032.453880977626,SARIMAX
26,33,2012-11-09,3081.88807354296,2203.6940239706,4498.818434735645,SARIMAX
26,33,2012-11-16,2970.7619130519533,1802.4886644869248,4387.692274244639,SARIMAX
26,33,2012-11-23,5446.687578899241,4341.162160197917,6863.617940091926,SARIMAX
26,32,2012-11-02,3099.7201687647853,1586.6219335611074,4678.628600916138,SARIMAX
26,32,2012-11-09,4341.14425131166,2849.063415439022,6021.656323887958,SARIMAX
26,32,2012-11-16,3291.237589931613,1778.1393547279356,4870.146022082966,SARIMAX
26,32,2012-11-23,4380.062303010176,2866.964067806498,5958.970735161529,SARIMAX
26,36,2012-11-02,691.4638429720608,180.788618317362,1585.374105070382,SARIMAX
26,36,2012-11-09,536.365767885977,25.690543231278184,1430.2760299842982,SARIMAX
26,36,2012-11-16,509.0268143737976,0.0,1402.9370764721189,SARIMAX
26,36,2012-11-23,699.7227171009235,212.5310831727479,1596.218998950029,SARIMAX
26,38,2012-11-02,113622.24832240136,96743.82908475364,130190.83893023575,SARIMAX
26,38,2012-11-09,100622.60546787528,83744.18623022753,117191.19607570968,SARIMAX
26,38,2012-11-16,100452.55327062236,83857.9462665395,117021.14387845676,SARIMAX
26,38,2012-11-23,90594.56630680604,73716.1470691583,107163.15691464044,SARIMAX
26,55,2012-11-02,7315.460193851042,5005.92441383052,11190.3315161673,SARIMAX
26,55,2012-11-09,15146.983839723429,12837.448059702909,19021.855162039687,SARIMAX
26,55,2012-11-16,9218.645342405602,6909.10956238508,12809.348690946315,SARIMAX
26,55,2012-11-23,25185.725368450447,22876.189588429923,28776.42871699116,SARIMAX
26,56,2012-11-02,276.01528199983875,0.0,5786.679104088571,SARIMAX
26,56,2012-11-09,712.9831610989665,0.0,6223.646983187699,SARIMAX
26,56,2012-11-16,494.8305559068502,0.0,6485.182940804363,SARIMAX
26,56,2012-11-23,1018.9900521709028,0.0,6529.653874259636,SARIMAX
26,80,2012-11-02,18219.783884735472,16466.352857023172,20310.340568760217,SARIMAX
26,80,2012-11-09,20366.94185010136,18613.510822389064,22483.426996168066,SARIMAX
26,80,2012-11-16,18221.587688676707,16449.84190272311,20338.07283474341,SARIMAX
26,80,2012-11-23,16500.979703096687,14729.23391714309,18617.46484916339,SARIMAX
26,93,2012-11-02,24924.152244815275,19156.431218935933,28829.58441263526,SARIMAX
26,93,2012-11-09,37313.483547781696,31545.76252190236,41599.70537046391,SARIMAX
26,93,2012-11-16,30875.59519369471,25089.76271717447,34781.027361514694,SARIMAX
26,93,2012-11-23,28839.027671958043,22346.84862044278,33125.24949464026,SARIMAX
26,92,2012-11-02,95491.26470638668,83116.36723163341,103718.50480595896,SARIMAX
26,92,2012-11-09,123006.18683223464,110631.28935748136,131233.4269318069,SARIMAX
26,92,2012-11-16,98144.260709049,85136.1424272836,106371.50080862126,SARIMAX
26,92,2012-11-23,100150.19648347687,87775.2990087236,111620.92258803156,SARIMAX
26,82,2012-11-02,16347.762771894882,14140.7967597017,22485.580056820298,SARIMAX
26,82,2012-11-09,14838.376142352485,12631.410130159302,20976.1934272779,SARIMAX
26,82,2012-11-16,13514.542531253312,11307.576519060129,19652.359816178727,SARIMAX
26,82,2012-11-23,15660.815468771563,13453.849456578382,21798.63275369698,SARIMAX
27,2,2012-11-02,69907.5432691102,57407.23530177712,80314.03254187583,SARIMAX
27,2,2012-11-09,77732.63925495544,65232.331287622364,88139.12852772107,SARIMAX
27,2,2012-11-16,74945.20639246696,61701.036264015,85351.69566523259,SARIMAX
27,2,2012-11-23,79097.8302227639,66597.52225543083,89551.87139462425,SARIMAX
26,97,2012-11-02,12325.027612833765,10210.665857140624,13989.738447306265,SARIMAX
26,97,2012-11-09,16906.78577001144,14792.4240143183,18571.49660448394,SARIMAX
26,97,2012-11-16,12342.066313656738,9430.968048316949,14006.777148129237,SARIMAX
26,97,2012-11-23,11153.088224178236,9038.726468485096,12817.799058650737,SARIMAX
26,98,2012-11-02,6900.730171149226,5809.531359518409,8349.109469613566,SARIMAX
26,98,2012-11-09,7749.247174374446,6658.048362743629,9540.757532509224,SARIMAX
26,98,2012-11-16,7100.580192375084,6009.381380744267,8548.959490839425,SARIMAX
26,98,2012-11-23,8219.053365144975,7207.894051941668,10010.563723279753,SARIMAX
27,9,2012-11-02,26084.6208651736,17014.45940624729,35675.17677997364,SARIMAX
27,9,2012-11-09,24094.90456199007,15489.17965955258,33582.21051995986,SARIMAX
27,9,2012-11-16,30255.108848801698,21649.383946364207,39744.99605569223,SARIMAX
27,9,2012-11-23,31234.784042671406,22629.05914023392,40722.09000064119,SARIMAX
27,8,2012-11-02,40724.635073412814,34223.731968315165,46429.91322120734,SARIMAX
27,8,2012-11-09,43004.74222554806,36503.839120450415,48710.02037334259,SARIMAX
27,8,2012-11-16,42039.80913066244,35231.59741530173,47745.087278456966,SARIMAX
27,8,2012-11-23,41233.88016430354,34732.97705920589,46939.15831209807,SARIMAX
27,14,2012-11-02,25617.33843974505,18679.37444355856,31312.94624539718,SARIMAX
27,14,2012-11-09,31614.465387980985,24676.50139179449,40749.993340047455,SARIMAX
27,14,2012-11-16,34402.27476550113,27464.31076931464,40183.88057481315,SARIMAX
27,14,2012-11-23,76103.93923963862,69165.97524345212,81799.54704529076,SARIMAX
27,20,2012-11-02,9432.308824726462,6657.346080650785,12946.09206553298,SARIMAX
27,20,2012-11-09,10134.633481229308,7091.340808257506,13001.88897056214,SARIMAX
27,20,2012-11-16,10565.738924269335,7797.656434780737,13432.994413602166,SARIMAX
27,20,2012-11-23,14291.49878518832,11523.41629569972,17158.75427452115,SARIMAX
27,22,2012-11-02,16452.44093666114,12440.312324086912,21097.97491097256,SARIMAX
27,22,2012-11-09,16902.286859913667,12890.15824733944,21339.07154551972,SARIMAX
27,22,2012-11-16,17715.396469954234,13958.938440472128,22152.181155560287,SARIMAX
