Store,Dept,Date,forecast,method,lower_95,upper_95
19,99,2012-11-09,0.0,LightGBM,0.0,2920.1603883170533
19,99,2012-11-16,0.0,LightGBM,0.0,2082.4284832341355
19,99,2012-11-23,1225.6254265763564,LightGBM,0.0,3217.1728756945304
22,19,2012-11-02,2137.810382790337,LightGBM,843.6088682843447,3897.798714315644
22,19,2012-11-09,2152.9252221859847,LightGBM,915.9920877747072,4136.226902678937
22,19,2012-11-16,2152.9252221859847,LightGBM,965.0417824289152,4146.744697157045
22,19,2012-11-23,2106.2371770761406,LightGBM,810.0820305192253,4317.8187079033505
27,99,2012-11-02,0.0,LightGBM,0.0,2495.5946591472007
27,99,2012-11-09,0.0,LightGBM,0.0,1991.547449118174
27,99,2012-11-16,0.0,LightGBM,0.0,2495.5946591472007
27,99,2012-11-23,1351.8079941840876,LightGBM,116.34327977523867,3563.3895250112973
29,77,2012-11-02,0.0,LightGBM,0.0,2506.208802376389
29,77,2012-11-09,0.0,LightGBM,0.0,2211.58153082721
29,77,2012-11-16,0.0,LightGBM,0.0,1983.3016804929523
29,77,2012-11-23,0.0,LightGBM,0.0,1991.547449118174
31,77,2012-11-02,0.0,LightGBM,0.0,2092.7576376319057
31,77,2012-11-09,0.0,LightGBM,0.0,2082.4284832341355
31,77,2012-11-16,0.0,LightGBM,0.0,2211.58153082721
31,77,2012-11-23,39.78306265864486,LightGBM,0.0,2535.3777218058453
31,99,2012-11-02,0.0,LightGBM,0.0,2082.4284832341355
31,99,2012-11-09,0.0,LightGBM,0.0,1983.3016804929523
31,99,2012-11-16,0.0,LightGBM,0.0,1963.7903393988381
31,99,2012-11-23,30.69944867515201,LightGBM,0.0,2113.1279319092873
34,99,2012-11-02,0.0,LightGBM,0.0,2211.58153082721
34,99,2012-11-09,0.0,LightGBM,0.0,1993.8194749710606
34,99,2012-11-16,0.0,LightGBM,0.0,1991.547449118174
34,99,2012-11-23,516.6659307022775,LightGBM,0.0,2499.96761119523
36,5,2012-11-02,291.3432233947267,LightGBM,0.0,2282.890672512901
36,5,2012-11-09,291.3432233947267,LightGBM,0.0,2510.0250824298973
36,5,2012-11-16,291.3432233947267,LightGBM,0.0,2502.9247542219364
36,5,2012-11-23,291.3432233947267,LightGBM,0.0,2786.937882541927
40,58,2012-11-02,5776.241021010318,LightGBM,4547.0380501970385,7861.898330434263
40,58,2012-11-09,4325.368405122289,LightGBM,3031.1668906162968,6407.7968883564245
40,58,2012-11-16,4422.211471061324,LightGBM,3186.746756652475,6504.63995429546
40,58,2012-11-23,4405.519758012917,LightGBM,3111.318243506925,6617.101288840127
41,19,2012-11-02,2044.1898081780744,LightGBM,895.328989549874,4038.009283149135
41,19,2012-11-09,2152.674503329798,LightGBM,1002.838119173376,4364.256034157008
41,19,2012-11-16,3048.662007759496,LightGBM,1819.3024933563274,5544.256666906696
41,19,2012-11-23,2465.679637151533,LightGBM,1230.214922742684,4459.499112122594
41,48,2012-11-02,3004.580724121261,LightGBM,1775.2212097180923,4996.128173239435
41,48,2012-11-09,3036.9497704732994,LightGBM,1849.06633071623,5543.158572849689
41,48,2012-11-16,2807.4704523637965,LightGBM,1619.587012606727,5303.065111510998
41,48,2012-11-23,4134.798931090258,LightGBM,2899.3342166814086,6118.306755798839
43,18,2012-11-02,1063.4848932135053,LightGBM,0.0,3055.0323423316795
43,18,2012-11-09,963.7125414591934,LightGBM,0.0,3049.369850883138
43,18,2012-11-16,879.3548244419859,LightGBM,0.0,3385.563626818375
43,18,2012-11-23,789.5673617551305,LightGBM,0.0,2871.995844989266
43,56,2012-11-02,153.2993020892705,LightGBM,0.0,2235.727785323406
43,56,2012-11-09,162.1402611426493,LightGBM,0.0,2153.687710260823
43,56,2012-11-16,175.62974282366636,LightGBM,0.0,2159.1375675322483
43,56,2012-11-23,189.68523747365305,LightGBM,0.0,2401.266768300863
7,19,2012-11-02,4.457138307348569,LightGBM,0.0,2216.0386691345584
7,19,2012-11-09,4.457138307348569,LightGBM,0.0,2510.6659406837375
7,19,2012-11-16,4.457138307348569,LightGBM,0.0,2510.6659406837375
7,19,2012-11-23,4.457138307348569,LightGBM,0.0,2924.6175266244018
7,48,2012-11-02,2418.750871745129,LightGBM,1124.549357239137,4637.4327307803005
7,48,2012-11-09,2467.53327762043,LightGBM,1173.3317631144378,4686.215136655601
7,48,2012-11-16,2515.338790928871,LightGBM,1221.1372764228786,4597.767274163007
7,48,2012-11-23,2726.756278149076,LightGBM,1538.8728383920065,4809.1847613832115
8,99,2012-11-02,202.5163767211725,LightGBM,0.0,2698.111035868373
8,99,2012-11-09,224.8468174555684,LightGBM,0.0,2436.428348282778
8,99,2012-11-16,224.8468174555684,LightGBM,0.0,2443.528676490739
8,99,2012-11-23,1103.0563578554193,LightGBM,0.0,3598.65101700262
26,50,2012-11-02,52.48226228891641,LightGBM,0.0,2046.301737259977
26,50,2012-11-09,0.0,LightGBM,0.0,1991.547449118174
26,50,2012-11-16,19.89372681884817,LightGBM,0.0,2238.575585854019
26,50,2012-11-23,0.0,LightGBM,0.0,1759.9883315253069
18,77,2012-11-02,0.0,LightGBM,0.0,2085.6573094239448
18,77,2012-11-09,0.0,LightGBM,0.0,2495.5946591472007
18,77,2012-11-16,0.0,LightGBM,0.0,1991.547449118174
18,77,2012-11-23,51.03910833631894,LightGBM,0.0,2557.247910712708
27,77,2012-11-02,4.238713646395182,LightGBM,0.0,2222.9205726815662
27,77,2012-11-09,4.238713646395182,LightGBM,0.0,1995.786162764569
27,77,2012-11-16,4.238713646395182,LightGBM,0.0,1987.5403941393474
27,77,2012-11-23,10.200059843057383,LightGBM,0.0,2505.794718990258
5,77,2012-11-02,0.0,LightGBM,0.0,2082.4284832341355
5,77,2012-11-09,0.0,LightGBM,0.0,2082.4284832341355
5,77,2012-11-16,0.0,LightGBM,0.0,2211.58153082721
5,77,2012-11-23,39.01049189070784,LightGBM,0.0,2545.2192942670968
8,77,2012-11-02,0.0,LightGBM,0.0,2082.4284832341355
8,77,2012-11-09,0.0,LightGBM,0.0,2082.4284832341355
8,77,2012-11-16,0.0,LightGBM,0.0,2218.681859035171
8,77,2012-11-23,0.0,LightGBM,0.0,2211.58153082721
9,77,2012-11-02,4.591807856353986,LightGBM,0.0,1987.8934883493064
9,77,2012-11-09,4.591807856353986,LightGBM,0.0,2216.173338683564
9,77,2012-11-16,4.591807856353986,LightGBM,0.0,2924.7521961734074
9,77,2012-11-23,62.870855795244616,LightGBM,0.0,2145.29933902938
34,77,2012-11-02,0.0,LightGBM,0.0,2082.4284832341355
34,77,2012-11-09,0.0,LightGBM,0.0,1991.547449118174
34,77,2012-11-16,0.0,LightGBM,0.0,2211.58153082721
34,77,2012-11-23,37.3901959332341,LightGBM,0.0,2028.937645051408
23,94,2012-11-02,0.0,LightGBM,0.0,2085.6573094239448
23,94,2012-11-09,0.0,LightGBM,0.0,2218.681859035171
23,94,2012-11-16,0.0,LightGBM,0.0,2495.5946591472007
23,94,2012-11-23,0.0,LightGBM,0.0,2085.6573094239448
10,94,2012-11-02,601.1529653969295,LightGBM,0.0,2592.7004145151036
10,94,2012-11-09,478.412940133839,LightGBM,0.0,2564.070249557784
10,94,2012-11-16,425.5432536155528,LightGBM,0.0,2389.3335930143908
10,94,2012-11-23,351.73484030312727,LightGBM,0.0,2343.2822894213014
11,19,2012-11-02,2728.7403824649678,LightGBM,1434.5388679589755,4811.168865699103
11,19,2012-11-09,2114.100004592151,LightGBM,884.8970337788714,4609.694663739352
11,19,2012-11-16,1954.73526203066,LightGBM,719.2705476218109,4166.31679285787
11,19,2012-11-23,2525.931637816388,LightGBM,1296.7286670031085,4519.751112787449
13,99,2012-11-02,0.0,LightGBM,0.0,2082.4284832341355
13,99,2012-11-09,0.0,LightGBM,0.0,1983.3016804929523
13,99,2012-11-16,0.0,LightGBM,0.0,2082.4284832341355
13,99,2012-11-23,3488.554329758958,LightGBM,2194.3528152529657,5700.135860586168
15,18,2012-11-02,9202.14731299275,LightGBM,7966.682598583902,11708.356115369139
15,18,2012-11-09,13705.823426288827,LightGBM,12470.358711879979,16201.418085436027
15,18,2012-11-16,18805.592260683938,LightGBM,17576.389289870658,21725.75264900099
15,18,2012-11-23,31610.80314121979,LightGBM,30375.33842681094,33693.231624453925
16,18,2012-11-02,10807.915266018128,LightGBM,9578.712295204848,13019.496796845338
16,18,2012-11-09,10728.380296122365,LightGBM,9540.496856365295,13966.222468286276
16,18,2012-11-16,10831.094593999407,LightGBM,9457.885323489765,13326.689253146607
16,18,2012-11-23,13785.97288313354,LightGBM,12556.76991232026,15868.401366367674
16,93,2012-11-02,911.0376480433044,LightGBM,0.0,2993.4661312774397
16,93,2012-11-09,928.774417472554,LightGBM,0.0,3011.2029007066894
16,93,2012-11-16,928.774417472554,LightGBM,0.0,3011.2029007066894
16,93,2012-11-23,915.5853503288016,LightGBM,0.0,3134.2672093639726
17,96,2012-11-02,722.8461181637645,LightGBM,0.0,3218.440777310965
17,96,2012-11-09,722.8461181637645,LightGBM,0.0,2805.2746013979
17,96,2012-11-16,722.8461181637645,LightGBM,0.0,2934.4276489909744
17,96,2012-11-23,722.8461181637645,LightGBM,0.0,2808.503427587709
20,19,2012-11-02,209.0257690303738,LightGBM,0.0,2420.6072998575837
20,19,2012-11-09,209.0257690303738,LightGBM,0.0,2291.4542522645093
20,19,2012-11-16,209.0257690303738,LightGBM,0.0,2291.4542522645093
20,19,2012-11-23,233.56111094093205,LightGBM,0.0,2225.108560059106
21,94,2012-11-02,508.4747564559075,LightGBM,0.0,2590.903239690043
21,94,2012-11-09,508.4747564559075,LightGBM,0.0,2500.0222055740815
21,94,2012-11-16,521.4030627567847,LightGBM,0.0,2504.704743249737
21,94,2012-11-23,521.4030627567847,LightGBM,0.0,3016.9977219039856
29,58,2012-11-02,4.149442105153954,LightGBM,0.0,2499.7441012523545
29,58,2012-11-09,4.149442105153954,LightGBM,0.0,2499.7441012523545
29,58,2012-11-16,5.231597333868833,LightGBM,0.0,1988.5332778268212
29,58,2012-11-23,5.231597333868833,LightGBM,0.0,1996.7790464520428
29,60,2012-11-02,350.01572173202635,LightGBM,0.0,2343.835196703087
29,60,2012-11-09,360.3300248798172,LightGBM,0.0,2866.5388272562063
29,60,2012-11-16,350.01572173202635,LightGBM,0.0,2333.3174022249787
29,60,2012-11-23,360.3300248798172,LightGBM,0.0,2855.924684027018
30,18,2012-11-02,997.4978290283792,LightGBM,0.0,3917.6582173454326
30,18,2012-11-09,910.9030728555956,LightGBM,0.0,3129.5849318907667
30,18,2012-11-16,736.7578931515328,LightGBM,0.0,2948.3394239787426
30,18,2012-11-23,719.192159881238,LightGBM,0.0,2723.3407892500686
31,60,2012-11-02,268.2322460488486,LightGBM,0.0,2479.8137768760585
31,60,2012-11-09,248.2929553788217,LightGBM,0.0,2333.9502648027665
31,60,2012-11-16,243.811478804132,LightGBM,0.0,2237.6309537751927
31,60,2012-11-23,194.77491075180495,LightGBM,0.0,2690.3695698990055
34,58,2012-11-02,1.9942738305303511,LightGBM,0.0,2220.676132865701
34,58,2012-11-09,1.9942738305303511,LightGBM,0.0,1995.813748801591
34,58,2012-11-16,1.9942738305303511,LightGBM,0.0,1993.5417229487043
34,58,2012-11-23,1.9942738305303511,LightGBM,0.0,2922.1546621475836
36,87,2012-11-02,0.0,LightGBM,0.0,2085.6573094239448
36,87,2012-11-09,0.0,LightGBM,0.0,1993.8194749710606
36,87,2012-11-16,0.0,LightGBM,0.0,2211.58153082721
36,87,2012-11-23,0.0,LightGBM,0.0,2495.5946591472007
40,99,2012-11-02,0.0,LightGBM,0.0,2082.4284832341355
40,99,2012-11-09,0.0,LightGBM,0.0,2082.4284832341355
40,99,2012-11-16,0.0,LightGBM,0.0,2082.4284832341355
40,99,2012-11-23,56.07153124662859,LightGBM,0.0,2138.500014480764
42,18,2012-11-02,1141.1797955017507,LightGBM,0.0,3636.774454648951
42,18,2012-11-09,1023.87290388136,LightGBM,0.0,3109.5302133053046
42,18,2012-11-16,986.0649391115716,LightGBM,0.0,3481.6595982587723
42,18,2012-11-23,1003.5020076816736,LightGBM,0.0,3499.0966668288743
42,56,2012-11-02,195.3869008591723,LightGBM,0.0,2414.068759894343
42,56,2012-11-09,217.7173415935684,LightGBM,0.0,2300.145824827704
42,56,2012-11-16,217.7173415935684,LightGBM,0.0,2713.3120007407692
42,56,2012-11-23,217.7173415935684,LightGBM,0.0,2303.3746510175133
3,94,2012-11-02,313.58221004575023,LightGBM,0.0,2809.176869192951
3,94,2012-11-09,313.58221004575023,LightGBM,0.0,2396.010693279886
3,94,2012-11-16,313.58221004575023,LightGBM,0.0,2296.8838905387024
3,94,2012-11-23,313.58221004575023,LightGBM,0.0,2532.264069080921
4,77,2012-11-02,0.0,LightGBM,0.0,1991.547449118174
4,77,2012-11-09,0.0,LightGBM,0.0,2082.4284832341355
4,77,2012-11-16,0.0,LightGBM,0.0,3237.8421721639115
4,77,2012-11-23,51.19157813530936,LightGBM,0.0,2262.7731089625195
4,99,2012-11-02,0.0,LightGBM,0.0,2495.5946591472007
4,99,2012-11-09,0.0,LightGBM,0.0,2928.1024329131815
4,99,2012-11-16,0.0,LightGBM,0.0,2082.4284832341355
4,99,2012-11-23,0.0,LightGBM,0.0,2082.4284832341355
7,18,2012-11-02,9363.312741907135,LightGBM,8228.623662245183,11574.894272734346
7,18,2012-11-09,12598.72891712708,LightGBM,11363.264202718232,14358.717248652387
7,18,2012-11-16,12858.818871548428,LightGBM,11564.617357042436,15070.400402375639
7,18,2012-11-23,20596.95142592812,LightGBM,19408.034997894647,22679.379909162257
40,77,2012-11-02,6.8760972912308125,LightGBM,0.0,2089.3045805253664
40,77,2012-11-09,6.8760972912308125,LightGBM,0.0,2218.457628118441
40,77,2012-11-16,6.8760972912308125,LightGBM,0.0,2092.5334067151757
40,77,2012-11-23,12.837443487893012,LightGBM,0.0,2224.418974315103
12,77,2012-11-02,0.0,LightGBM,0.0,1991.547449118174
12,77,2012-11-09,0.0,LightGBM,0.0,2920.1603883170533
12,77,2012-11-16,0.0,LightGBM,0.0,2211.58153082721
12,77,2012-11-23,0.0,LightGBM,0.0,2495.5946591472007
13,77,2012-11-02,0.0,LightGBM,0.0,1991.547449118174
13,77,2012-11-09,0.0,LightGBM,0.0,2218.681859035171
13,77,2012-11-16,0.0,LightGBM,0.0,2082.4284832341355
13,77,2012-11-23,76.82325584911365,LightGBM,0.0,2159.251739083249
24,99,2012-11-02,0.0,LightGBM,0.0,2506.208802376389
24,99,2012-11-09,0.0,LightGBM,0.0,2495.5946591472007
24,99,2012-11-16,0.0,LightGBM,0.0,2211.58153082721
24,99,2012-11-23,1345.8829542733297,LightGBM,0.0,3841.4776134205304
25,60,2012-11-02,222.09720788424417,LightGBM,0.0,2307.754517308189
25,60,2012-11-09,223.65760344587264,LightGBM,0.0,2435.2391342730825
25,60,2012-11-16,213.3433002980817,LightGBM,0.0,2196.644980791034
25,60,2012-11-23,213.3433002980817,LightGBM,0.0,2295.7717835322173
26,77,2012-11-02,0.0,LightGBM,0.0,2211.58153082721
26,77,2012-11-09,0.0,LightGBM,0.0,1991.547449118174
26,77,2012-11-16,0.0,LightGBM,0.0,2082.4284832341355
26,77,2012-11-23,7.308174435398334,LightGBM,0.0,2218.8897052626085
26,99,2012-11-02,0.0,LightGBM,0.0,2211.58153082721
26,99,2012-11-09,0.0,LightGBM,0.0,2211.58153082721
26,99,2012-11-16,0.0,LightGBM,0.0,2218.681859035171
26,99,2012-11-23,37.92646885325552,LightGBM,0.0,2002.204591779444
11,60,2012-11-02,188.99411359673005,LightGBM,0.0,2180.541562714904
11,60,2012-11-09,187.91195836801515,LightGBM,0.0,2171.419783076597
11,60,2012-11-16,188.99411359673005,LightGBM,0.0,2172.295794089682
11,60,2012-11-23,187.91195836801515,LightGBM,0.0,2179.4594074861893
14,99,2012-11-02,3.900702304460744,LightGBM,0.0,3241.742874468372
14,99,2012-11-09,0.6100856340620142,LightGBM,0.0,2083.0385688681977
14,99,2012-11-16,0.6100856340620142,LightGBM,0.0,2219.291944669233
14,99,2012-11-23,0.0,LightGBM,0.0,2082.4284832341355
15,77,2012-11-02,0.0,LightGBM,0.0,2082.4284832341355
15,77,2012-11-09,0.0,LightGBM,0.0,2920.1603883170533
15,77,2012-11-16,0.0,LightGBM,0.0,2218.681859035171
15,77,2012-11-23,8.313361140401952,LightGBM,0.0,2503.9080202876025
16,83,2012-11-02,213.6022775744714,LightGBM,0.0,2296.030760808607
16,83,2012-11-09,213.6022775744714,LightGBM,0.0,2207.421752545532
16,83,2012-11-16,213.6022775744714,LightGBM,0.0,2296.030760808607
16,83,2012-11-23,213.6022775744714,LightGBM,0.0,2207.421752545532
17,94,2012-11-02,1744.0316730922675,LightGBM,449.8301585862753,4250.240475468657
17,94,2012-11-09,1543.0377400165603,LightGBM,394.1769213883599,3534.5851891347343
17,94,2012-11-16,1407.5922291004294,LightGBM,172.12751469158047,4645.434401264341
17,94,2012-11-23,1300.7615478406549,LightGBM,150.92516368423284,3512.3430786678646
19,48,2012-11-02,15.603977846622708,LightGBM,0.0,2009.4234528176833
19,48,2012-11-09,15.603977846622708,LightGBM,0.0,2227.185508673833
19,48,2012-11-16,15.603977846622708,LightGBM,0.0,1998.905658339575
19,48,2012-11-23,15.603977846622708,LightGBM,0.0,2098.0324610807584
29,94,2012-11-02,228.3175754826972,LightGBM,0.0,2222.1370504537576
29,94,2012-11-09,233.71325857109477,LightGBM,0.0,2225.2607076892687
29,94,2012-11-16,237.07148306885935,LightGBM,0.0,2322.728792492804
29,94,2012-11-23,237.07148306885935,LightGBM,0.0,3157.2318713859127
32,99,2012-11-02,325.35157842689813,LightGBM,0.0,2536.933109254108
32,99,2012-11-09,431.44115791052496,LightGBM,0.0,2422.988607028699
32,99,2012-11-16,452.0056690239053,LightGBM,0.0,2445.825143994966
32,99,2012-11-23,1271.2383311503488,LightGBM,121.40194699392677,3766.8329902975493
35,94,2012-11-02,159.83793848943296,LightGBM,0.0,2245.4952479133776
35,94,2012-11-09,159.83793848943296,LightGBM,0.0,2655.4325976366335
35,94,2012-11-16,159.83793848943296,LightGBM,0.0,2655.4325976366335
35,94,2012-11-23,159.83793848943296,LightGBM,0.0,2242.2664217235683
38,18,2012-11-02,1080.1159297247725,LightGBM,0.0,3165.773239148717
38,18,2012-11-09,883.6457067415672,LightGBM,0.0,3095.227237568777
38,18,2012-11-16,993.2041893560236,LightGBM,0.0,3075.632672590159
38,18,2012-11-23,892.1280615714747,LightGBM,0.0,2855.918400970313
39,99,2012-11-02,0.0,LightGBM,0.0,2920.1603883170533
39,99,2012-11-09,0.0,LightGBM,0.0,1765.0833817221173
39,99,2012-11-16,0.0,LightGBM,0.0,1993.8194749710606
39,99,2012-11-23,70.92894994327138,LightGBM,0.0,2062.476399061445
41,77,2012-11-02,2.335580053766501,LightGBM,0.0,1985.6372605467188
41,77,2012-11-09,2.335580053766501,LightGBM,0.0,2497.930239200967
41,77,2012-11-16,2.335580053766501,LightGBM,0.0,1996.155055024827
41,77,2012-11-23,60.61462799265713,LightGBM,0.0,2043.9163084856095
41,99,2012-11-02,425.4208308323906,LightGBM,0.0,2921.015489979591
41,99,2012-11-09,581.0294353639124,LightGBM,0.0,3076.624094511113
41,99,2012-11-16,748.3334661557421,LightGBM,0.0,2731.841290864324
41,99,2012-11-23,1909.895309824353,LightGBM,720.9788817908784,4416.104112200743
1,96,2012-11-02,39258.59357199857,LightGBM,37964.39205749258,41754.188231145774
1,96,2012-11-09,32964.486420444446,LightGBM,31729.021706035597,34928.276759843284
1,96,2012-11-16,34663.83407232844,LightGBM,33434.63110151516,36875.41560315565
1,96,2012-11-23,40300.54527624568,LightGBM,39063.6121418344,42292.09272536385
2,99,2012-11-02,0.0,LightGBM,0.0,2211.58153082721
2,99,2012-11-09,0.0,LightGBM,0.0,2211.58153082721
2,99,2012-11-16,0.0,LightGBM,0.0,2920.1603883170533
2,99,2012-11-23,63.29091047768012,LightGBM,0.0,2046.5925909706325
5,94,2012-11-02,323.40481189227955,LightGBM,0.0,2534.9863427194896
5,94,2012-11-09,323.40481189227955,LightGBM,0.0,2818.9994710394803
5,94,2012-11-16,323.40481189227955,LightGBM,0.0,3561.246984056191
5,94,2012-11-23,323.40481189227955,LightGBM,0.0,2534.9863427194896
6,60,2012-11-02,298.06497058802967,LightGBM,0.0,2291.88444555909
6,60,2012-11-09,298.06497058802967,LightGBM,0.0,2509.6465014152395
6,60,2012-11-16,298.06497058802967,LightGBM,0.0,2383.7222800119744
6,60,2012-11-23,298.06497058802967,LightGBM,0.0,2281.366651080982
9,48,2012-11-02,896.3699750741044,LightGBM,0.0,2879.8777997826865
9,48,2012-11-09,1075.7108751362175,LightGBM,0.0,3069.530350107278
9,48,2012-11-16,1270.4926712005831,LightGBM,33.559536789305646,3352.9211544347186
9,48,2012-11-23,1283.6817383443358,LightGBM,0.0,3247.472077743174
9,94,2012-11-02,193.9823220861663,LightGBM,0.0,2279.639631510111
9,94,2012-11-09,185.86001275922217,LightGBM,0.0,2681.454671906423
9,94,2012-11-16,185.86001275922217,LightGBM,0.0,2271.517322183167
9,94,2012-11-23,185.86001275922217,LightGBM,0.0,2692.068815135611
24,77,2012-11-02,0.0,LightGBM,0.0,1983.5078247085817
24,77,2012-11-09,0.0,LightGBM,0.0,2495.5946591472007
24,77,2012-11-16,0.0,LightGBM,0.0,2082.4284832341355
24,77,2012-11-23,0.0,LightGBM,0.0,2211.58153082721
7,77,2012-11-02,6.8760972912308125,LightGBM,0.0,1990.3839219998124
7,77,2012-11-09,6.8760972912308125,LightGBM,0.0,2513.08489966762
7,77,2012-11-16,6.8760972912308125,LightGBM,0.0,2218.457628118441
7,77,2012-11-23,44.45035624827989,LightGBM,0.0,2126.8788394824155
14,77,2012-11-02,6.074123970676311,LightGBM,0.0,2088.5026072048117
14,77,2012-11-09,6.074123970676311,LightGBM,0.0,2501.668783117877
14,77,2012-11-16,6.074123970676311,LightGBM,0.0,1989.581948679258
14,77,2012-11-23,7.605971895047606,LightGBM,0.0,2090.0344551291832
39,77,2012-11-02,3.75362319306163,LightGBM,0.0,2499.3482823402624
39,77,2012-11-09,3.75362319306163,LightGBM,0.0,1967.5439625918998
39,77,2012-11-16,3.75362319306163,LightGBM,0.0,2086.182106427197
39,77,2012-11-23,24.747846791971654,LightGBM,0.0,3262.5900189558834
22,77,2012-11-02,6.8760972912308125,LightGBM,0.0,2502.4707564384316
22,77,2012-11-09,6.8760972912308125,LightGBM,0.0,2089.3045805253664
22,77,2012-11-16,6.8760972912308125,LightGBM,0.0,1970.6664366900688
22,77,2012-11-23,12.837443487893012,LightGBM,0.0,2224.418974315103
16,77,2012-11-02,0.0,LightGBM,0.0,2506.208802376389
16,77,2012-11-09,0.0,LightGBM,0.0,2920.1603883170533
16,77,2012-11-16,0.0,LightGBM,0.0,2920.1603883170533
16,77,2012-11-23,0.0,LightGBM,0.0,3237.8421721639115
32,77,2012-11-02,0.0,LightGBM,0.0,1993.8194749710606
32,77,2012-11-09,0.0,LightGBM,0.0,1983.3016804929523
32,77,2012-11-16,0.0,LightGBM,0.0,2495.5946591472007
32,77,2012-11-23,39.5427106929344,LightGBM,0.0,2031.0901598111084
2,77,2012-11-02,4.238713646395182,LightGBM,0.0,2222.9205726815662
2,77,2012-11-09,4.238713646395182,LightGBM,0.0,2215.8202444736053
2,77,2012-11-16,4.238713646395182,LightGBM,0.0,1987.5403941393474
2,77,2012-11-23,58.20734075336716,LightGBM,0.0,2269.788871580577
23,77,2012-11-02,0.0,LightGBM,0.0,2211.58153082721
23,77,2012-11-09,0.0,LightGBM,0.0,2211.58153082721
23,77,2012-11-16,0.0,LightGBM,0.0,2495.5946591472007
23,77,2012-11-23,74.67853135796122,LightGBM,0.0,2570.273190505162
25,77,2012-11-02,0.0,LightGBM,0.0,2082.4284832341355
25,77,2012-11-09,0.0,LightGBM,0.0,1991.547449118174
25,77,2012-11-16,0.0,LightGBM,0.0,1963.7903393988381
25,77,2012-11-23,5.046870259322615,LightGBM,0.0,3341.1825344849003
11,77,2012-11-02,5.720768381325522,LightGBM,0.0,1989.2285930899072
11,77,2012-11-09,5.720768381325522,LightGBM,0.0,2217.3022992085353
11,77,2012-11-16,5.720768381325522,LightGBM,0.0,1750.3523383320075
11,77,2012-11-23,11.682114577987722,LightGBM,0.0,2517.8909169543767
11,99,2012-11-02,0.0,LightGBM,0.0,2495.5946591472007
11,99,2012-11-09,0.0,LightGBM,0.0,1991.547449118174
11,99,2012-11-16,0.0,LightGBM,0.0,2082.4284832341355
11,99,2012-11-23,1301.102398407702,LightGBM,65.63768399885294,4541.401907873142
16,58,2012-11-02,1572.349809367801,LightGBM,336.8850949589521,3566.1692843388614
16,58,2012-11-09,1572.349809367801,LightGBM,335.4166749565236,3563.897258485975
16,58,2012-11-16,1572.349809367801,LightGBM,336.8850949589521,3783.931340195011
